order_id,customer_id,country,signup_month,order_date,channel,revenue
5044,1017,IN,2026-04,2026-06-04,Organic Search,213.19
5045,1017,IN,2026-04,2026-05-26,Paid Social,193.03
5046,1017,IN,2026-04,2026-06-05,Paid Search,107.12
5047,1017,IN,2026-04,2026-06-14,Paid Search,57.91
5048,1018,UK,2025-07,2025-12-17,Paid Social,100.3
5049,1018,UK,2025-07,2025-09-09,Organic Search,303.14
5050,1019,AU,2025-11,2026-03-24,Organic Search,260.88
5051,1019,AU,2025-11,2026-06-03,Paid Search,309.88
5052,1019,AU,2025-11,2026-05-28,Affiliate,128.46
5053,1019,AU,2025-11,2026-05-01,Paid Search,55.32
5054,1019,AU,2025-11,2026-04-22,Affiliate,97.17
5055,1019,AU,2025-11,2026-05-27,Email,130.19
5056,1020,IN,2026-01,2026-04-01,Email,302.84
5057,1020,IN,2026-01,2026-03-20,Paid Search,37.09
5058,1020,IN,2026-01,2026-04-23,Paid Social,141.31
5059,1021,CA,2026-03,2026-03-10,Organic Search,53.07
5060,1022,IN,2025-10,2026-06-05,Paid Social,130.05
5061,1023,UK,2025-11,2026-05-19,Affiliate,64.67
5062,1023,UK,2025-11,2026-05-21,Paid Search,165.78
5063,1023,UK,2025-11,2026-05-09,Paid Search,129.9
5064,1023,UK,2025-11,2026-06-15,Organic Search,276.35
5065,1023,UK,2025-11,2025-12-22,Paid Social,290.31
5066,1023,UK,2025-11,2026-04-02,Paid Social,75.32
5067,1024,UK,2025-07,2026-02-03,Email,211.79
5068,1025,UK,2026-01,2026-01-02,Affiliate,91.56
5069,1025,UK,2026-01,2026-02-26,Email,38.72
5070,1025,UK,2026-01,2026-05-07,Email,263.54
5071,1026,DE,2026-02,2026-03-26,Organic Search,18.86
5072,1027,IN,2026-04,2026-04-05,Email,259.15
5073,1027,IN,2026-04,2026-04-22,Organic Search,57.8
5074,1027,IN,2026-04,2026-05-26,Affiliate,195.83
5075,1027,IN,2026-04,2026-04-06,Paid Search,56.28
5076,1027,IN,2026-04,2026-05-17,Paid Search,37.19
5077,1028,CA,2026-01,2026-03-17,Email,154.51
5078,1028,CA,2026-01,2026-02-20,Paid Search,254.53
5079,1029,CA,2025-07,2026-03-10,Paid Social,309.14
5080,1029,CA,2025-07,2025-07-16,Organic Search,146.73
5081,1029,CA,2025-07,2025-08-16,Affiliate,151.96
5082,1029,CA,2025-07,2025-08-11,Email,37.84
5083,1029,CA,2025-07,2025-11-20,Email,183.6
5084,1030,US,2026-01,2026-05-17,Paid Social,170.68
5085,1030,US,2026-01,2026-04-04,Affiliate,52.55
5086,1031,US,2026-02,2026-06-24,Organic Search,147.88
5087,1031,US,2026-02,2026-03-14,Paid Social,154.96
5088,1031,US,2026-02,2026-05-24,Paid Search,146.88
5089,1032,US,2025-11,2026-04-05,Email,161.23
5090,1032,US,2025-11,2025-12-27,Paid Search,148.43
5091,1032,US,2025-11,2026-04-26,Paid Search,36.11
5092,1033,UK,2025-10,2026-06-11,Email,142.06
5093,1033,UK,2025-10,2026-04-28,Organic Search,33.54
5094,1033,UK,2025-10,2026-02-20,Paid Social,49.29
5095,1033,UK,2025-10,2026-06-07,Paid Search,163.62
5096,1033,UK,2025-10,2025-11-12,Organic Search,129.0
5097,1033,UK,2025-10,2026-02-19,Paid Search,147.59
5098,1034,UK,2025-12,2026-06-27,Email,221.84
5099,1034,UK,2025-12,2026-04-01,Email,216.67
5100,1034,UK,2025-12,2026-05-09,Paid Search,100.53
5101,1035,IN,2026-01,2026-03-12,Paid Search,280.7
5102,1035,IN,2026-01,2026-05-22,Paid Social,60.85
5103,1035,IN,2026-01,2026-06-01,Paid Search,178.21
5104,1035,IN,2026-01,2026-04-14,Paid Social,65.54
5105,1036,US,2026-01,2026-03-25,Organic Search,198.06
5106,1036,US,2026-01,2026-01-05,Paid Search,204.59
5107,1037,US,2025-08,2025-12-15,Email,164.67
5108,1037,US,2025-08,2026-03-14,Paid Search,245.99
5109,1037,US,2025-08,2025-09-12,Paid Social,103.54
5110,1038,UK,2026-03,2026-06-17,Email,31.72
5111,1038,UK,2026-03,2026-06-20,Paid Search,79.74
5112,1038,UK,2026-03,2026-04-25,Paid Search,95.17
5113,1039,US,2025-12,2025-12-16,Affiliate,71.06
5114,1039,US,2025-12,2026-03-18,Affiliate,169.08
5115,1040,US,2025-08,2026-01-03,Paid Social,242.1
5116,1040,US,2025-08,2026-02-01,Paid Social,41.51
5117,1040,US,2025-08,2026-01-19,Paid Social,140.14
5118,1040,US,2025-08,2026-06-14,Paid Social,140.32
5119,1041,IN,2025-07,2025-09-26,Organic Search,156.95
5120,1041,IN,2025-07,2026-06-12,Paid Search,273.03
5121,1041,IN,2025-07,2025-10-14,Email,176.24
5122,1041,IN,2025-07,2026-01-28,Paid Social,120.53
5123,1041,IN,2025-07,2025-12-25,Paid Search,172.17
5124,1041,IN,2025-07,2025-08-17,Paid Social,291.59
5125,1042,IN,2025-10,2025-12-08,Paid Search,95.3
5126,1042,IN,2025-10,2025-12-20,Paid Search,247.26
5127,1043,US,2025-07,2026-05-16,Paid Social,188.25
5128,1044,DE,2025-10,2026-03-28,Organic Search,113.47
5129,1044,DE,2025-10,2026-05-03,Paid Social,208.68
5130,1044,DE,2025-10,2026-02-19,Paid Search,171.22
5131,1045,US,2025-08,2026-03-02,Paid Search,269.17
5132,1045,US,2025-08,2025-09-21,Organic Search,276.3
5133,1046,CA,2025-10,2026-06-13,Paid Social,185.4
5134,1046,CA,2025-10,2025-10-15,Organic Search,190.64
5135,1046,CA,2025-10,2026-01-11,Email,169.41
5136,1047,UK,2025-11,2026-06-04,Affiliate,270.89
5137,1047,UK,2025-11,2025-12-17,Email,29.82
5138,1047,UK,2025-11,2026-06-15,Email,202.16
5139,1047,UK,2025-11,2026-04-12,Organic Search,135.0
5140,1047,UK,2025-11,2026-04-22,Email,256.35
5141,1047,UK,2025-11,2026-04-03,Paid Social,186.5
5142,1048,IN,2025-09,2026-01-24,Organic Search,309.25
5143,1048,IN,2025-09,2026-06-28,Paid Search,42.61
5144,1049,CA,2025-08,2026-01-10,Organic Search,228.94
5145,1049,CA,2025-08,2026-02-05,Email,301.28
5146,1049,CA,2025-08,2025-12-18,Paid Social,257.08
5147,1050,IN,2025-09,2026-05-03,Email,145.87
5148,1050,IN,2025-09,2026-02-01,Paid Social,72.44
5149,1050,IN,2025-09,2025-12-11,Organic Search,164.85
5150,1050,IN,2025-09,2025-12-05,Paid Search,107.33
5151,1051,AU,2025-08,2026-04-25,Email,241.07
5152,1051,AU,2025-08,2026-04-02,Email,282.67
5153,1051,AU,2025-08,2026-05-05,Email,64.58
5154,1051,AU,2025-08,2025-10-27,Email,206.67
5155,1052,CA,2025-11,2026-06-02,Paid Social,222.26
5156,1052,CA,2025-11,2026-02-15,Email,245.22
5157,1052,CA,2025-11,2026-06-08,Email,111.46
5158,1052,CA,2025-11,2026-06-27,Paid Search,222.85
5159,1052,CA,2025-11,2026-06-15,Affiliate,252.99
5160,1053,CA,2026-01,2026-04-06,Affiliate,259.98
5161,1053,CA,2026-01,2026-02-28,Paid Search,211.64
5162,1054,UK,2025-10,2026-06-04,Affiliate,173.8
5163,1054,UK,2025-10,2025-11-10,Paid Search,66.41
5164,1054,UK,2025-10,2026-05-17,Paid Search,150.12
5165,1054,UK,2025-10,2026-01-27,Paid Social,123.57
5166,1054,UK,2025-10,2025-10-14,Paid Search,169.61
5167,1055,US,2025-10,2025-11-12,Paid Search,114.24
5168,1056,US,2025-11,2026-04-26,Paid Search,29.57
5169,1057,IN,2026-04,2026-05-23,Organic Search,247.17
5170,1057,IN,2026-04,2026-05-15,Email,291.57
5171,1057,IN,2026-04,2026-04-09,Paid Search,63.15
5172,1057,IN,2026-04,2026-06-20,Email,51.58
5173,1057,IN,2026-04,2026-05-08,Paid Social,32.42
5174,1058,IN,2026-04,2026-06-15,Paid Search,270.68
5175,1058,IN,2026-04,2026-05-20,Email,208.85
5176,1059,IN,2025-12,2026-05-05,Paid Social,18.47
5177,1059,IN,2025-12,2026-02-08,Email,74.57
5178,1059,IN,2025-12,2026-05-03,Email,126.9
5179,1060,CA,2025-12,2026-04-17,Affiliate,171.3
5180,1060,CA,2025-12,2025-12-13,Organic Search,31.15
5181,1060,CA,2025-12,2026-03-12,Paid Search,22.91
5182,1060,CA,2025-12,2026-06-03,Paid Social,239.35
5183,1060,CA,2025-12,2026-05-04,Affiliate,240.03
5184,1060,CA,2025-12,2026-02-05,Paid Search,182.9
5185,1061,US,2025-12,2026-01-27,Affiliate,158.32
5186,1061,US,2025-12,2026-05-16,Email,263.07
5187,1061,US,2025-12,2025-12-23,Affiliate,156.22
5188,1061,US,2025-12,2026-02-07,Paid Search,78.24
5189,1062,US,2026-01,2026-03-17,Paid Social,264.25
5190,1063,IN,2025-08,2025-08-25,Email,104.41
5191,1063,IN,2025-08,2025-08-28,Email,100.51
5192,1064,UK,2025-12,2026-03-13,Affiliate,288.18
5193,1064,UK,2025-12,2026-03-11,Organic Search,167.85
5194,1064,UK,2025-12,2026-03-12,Organic Search,174.82
5195,1064,UK,2025-12,2026-06-03,Affiliate,41.84
5196,1065,DE,2026-02,2026-03-18,Paid Social,48.98
5197,1065,DE,2026-02,2026-04-22,Paid Social,152.67
5198,1065,DE,2026-02,2026-05-06,Email,124.17
5199,1066,DE,2026-01,2026-03-20,Organic Search,100.92
5200,1067,US,2026-03,2026-03-03,Email,140.68
5201,1067,US,2026-03,2026-04-01,Paid Search,201.49
5202,1067,US,2026-03,2026-06-02,Paid Search,89.27
5203,1067,US,2026-03,2026-05-12,Paid Social,189.31
5204,1067,US,2026-03,2026-04-22,Paid Social,130.03
5205,1067,US,2026-03,2026-06-25,Paid Search,59.58
5206,1067,US,2026-03,2026-05-13,Paid Social,102.16
5207,1067,US,2026-03,2026-03-01,Affiliate,168.71
5208,1068,AU,2025-11,2025-12-09,Affiliate,230.62
5209,1068,AU,2025-11,2026-02-20,Paid Social,294.78
5210,1069,CA,2026-03,2026-03-05,Organic Search,154.52
5211,1069,CA,2026-03,2026-06-03,Affiliate,310.2
5212,1070,IN,2026-02,2026-04-23,Paid Search,181.74
5213,1070,IN,2026-02,2026-04-28,Paid Search,232.29
5214,1070,IN,2026-02,2026-03-26,Paid Social,85.72
5215,1070,IN,2026-02,2026-03-26,Paid Search,256.69
5216,1070,IN,2026-02,2026-02-12,Email,129.41
5217,1070,IN,2026-02,2026-06-05,Email,44.04
5218,1070,IN,2026-02,2026-04-13,Organic Search,235.1
5219,1070,IN,2026-02,2026-06-14,Affiliate,266.65
5220,1071,UK,2026-04,2026-05-21,Paid Search,158.68
5221,1072,US,2025-10,2025-12-27,Affiliate,211.22
5222,1072,US,2025-10,2025-12-25,Organic Search,148.65
5223,1073,IN,2025-08,2025-08-27,Paid Search,64.21
5224,1073,IN,2025-08,2025-10-06,Paid Social,232.22
5225,1073,IN,2025-08,2026-01-17,Organic Search,273.47
5226,1073,IN,2025-08,2025-12-07,Email,184.35
5227,1073,IN,2025-08,2025-10-21,Paid Social,179.11
5228,1074,US,2026-02,2026-03-19,Organic Search,64.57
5229,1074,US,2026-02,2026-06-24,Organic Search,119.96
5230,1075,US,2026-02,2026-02-27,Organic Search,42.53
5231,1075,US,2026-02,2026-06-09,Email,249.62
5232,1075,US,2026-02,2026-05-20,Email,168.41
5233,1075,US,2026-02,2026-06-10,Email,109.23
5234,1075,US,2026-02,2026-03-26,Affiliate,140.64
5235,1076,CA,2026-01,2026-06-02,Paid Search,143.52
5236,1076,CA,2026-01,2026-04-07,Paid Social,61.39
5237,1077,UK,2026-02,2026-04-24,Organic Search,122.3
5238,1077,UK,2026-02,2026-05-05,Affiliate,173.52
5239,1077,UK,2026-02,2026-02-11,Paid Search,55.0
5240,1077,UK,2026-02,2026-05-08,Paid Search,33.28
5241,1077,UK,2026-02,2026-05-28,Email,92.98
5242,1078,IN,2025-09,2025-11-27,Paid Social,192.46
5243,1078,IN,2025-09,2026-02-07,Affiliate,168.48
5244,1078,IN,2025-09,2026-05-15,Paid Social,111.18
5245,1078,IN,2025-09,2025-09-03,Organic Search,170.64
5246,1078,IN,2025-09,2025-12-07,Email,32.69
5247,1079,UK,2025-12,2026-04-27,Email,160.12
5248,1080,IN,2025-12,2026-06-04,Paid Social,284.5
5249,1080,IN,2025-12,2026-05-12,Affiliate,128.51
5250,1081,US,2026-04,2026-06-18,Paid Search,185.07
5251,1081,US,2026-04,2026-04-13,Paid Social,248.85
5252,1082,DE,2025-11,2025-12-05,Organic Search,136.96
5253,1083,CA,2026-03,2026-05-18,Organic Search,246.0
5254,1083,CA,2026-03,2026-04-20,Paid Social,169.02
5255,1083,CA,2026-03,2026-03-02,Paid Search,118.58
5256,1083,CA,2026-03,2026-06-17,Paid Social,201.09
5257,1084,AU,2025-08,2026-01-20,Paid Social,136.67
5258,1084,AU,2025-08,2026-05-24,Organic Search,197.3
5259,1085,US,2026-01,2026-05-18,Paid Social,188.0
5260,1085,US,2026-01,2026-04-27,Paid Search,118.03
5261,1086,UK,2025-10,2026-04-19,Paid Social,289.43
5262,1087,DE,2026-02,2026-02-20,Paid Social,310.06
5263,1087,DE,2026-02,2026-06-19,Paid Search,33.51
5264,1087,DE,2026-02,2026-05-06,Email,235.8
5265,1087,DE,2026-02,2026-05-05,Organic Search,91.14
5266,1087,DE,2026-02,2026-06-23,Paid Search,23.72
5267,1088,UK,2025-07,2025-09-14,Email,141.93
5268,1088,UK,2025-07,2026-04-16,Organic Search,240.22
5269,1089,US,2025-10,2025-12-17,Paid Search,116.16
5270,1090,UK,2025-10,2026-06-13,Paid Social,70.3
5271,1090,UK,2025-10,2026-06-11,Email,222.11
5272,1090,UK,2025-10,2026-02-20,Paid Social,307.12
5273,1091,UK,2026-04,2026-05-08,Organic Search,314.64
5274,1092,UK,2026-03,2026-04-23,Affiliate,113.75
5275,1092,UK,2026-03,2026-05-18,Organic Search,258.21
5276,1092,UK,2026-03,2026-05-10,Paid Search,222.34
5277,1092,UK,2026-03,2026-06-13,Affiliate,306.29
5278,1093,CA,2026-01,2026-03-02,Paid Social,233.67
5279,1093,CA,2026-01,2026-03-15,Email,243.7
5280,1093,CA,2026-01,2026-02-07,Organic Search,99.88
5281,1093,CA,2026-01,2026-05-23,Paid Search,50.99
5282,1094,AU,2026-03,2026-04-08,Paid Search,291.37
5283,1094,AU,2026-03,2026-04-21,Paid Search,48.26
5284,1094,AU,2026-03,2026-05-23,Paid Social,223.72
5285,1094,AU,2026-03,2026-04-01,Organic Search,313.33
5286,1095,UK,2026-02,2026-05-16,Email,246.29
5287,1096,US,2025-11,2026-03-21,Paid Search,250.15
5288,1097,US,2025-10,2026-01-18,Affiliate,274.8
5289,1097,US,2025-10,2025-10-06,Paid Social,270.96
5290,1097,US,2025-10,2025-10-27,Paid Social,167.61
5291,1098,UK,2026-03,2026-05-02,Paid Search,189.52
5292,1098,UK,2026-03,2026-03-11,Paid Social,316.71
5293,1098,UK,2026-03,2026-06-05,Organic Search,159.34
5294,1098,UK,2026-03,2026-04-26,Paid Search,67.07
5295,1098,UK,2026-03,2026-06-21,Paid Search,74.23
5296,1098,UK,2026-03,2026-05-26,Paid Social,221.67
5297,1099,AU,2025-09,2026-06-28,Email,140.46
5298,1100,US,2026-02,2026-04-03,Paid Social,46.81
5299,1100,US,2026-02,2026-03-16,Paid Social,92.91
5300,1101,US,2026-04,2026-04-15,Affiliate,306.12
5301,1102,AU,2026-03,2026-03-09,Email,227.22
5302,1102,AU,2026-03,2026-03-22,Paid Search,110.66
5303,1103,CA,2025-08,2026-04-23,Affiliate,226.47
5304,1103,CA,2025-08,2026-06-10,Paid Social,84.7
5305,1104,IN,2025-11,2026-06-05,Paid Social,316.63
5306,1104,IN,2025-11,2026-04-14,Affiliate,293.66
5307,1104,IN,2025-11,2026-02-25,Paid Search,245.93
5308,1104,IN,2025-11,2025-12-17,Paid Social,230.54
5309,1104,IN,2025-11,2025-12-19,Paid Search,268.29
5310,1104,IN,2025-11,2026-02-19,Email,67.69
5311,1105,US,2025-09,2026-04-04,Email,234.51
5312,1105,US,2025-09,2026-04-03,Organic Search,152.54
5313,1105,US,2025-09,2025-09-15,Paid Search,143.46
5314,1105,US,2025-09,2026-06-02,Email,221.18
5315,1105,US,2025-09,2026-01-24,Paid Search,94.85
5316,1106,UK,2026-03,2026-04-19,Paid Search,145.96
5317,1107,US,2025-07,2026-03-02,Organic Search,38.84
5318,1107,US,2025-07,2026-02-02,Paid Social,72.35
5319,1107,US,2025-07,2025-09-25,Email,238.25
5320,1108,AU,2026-03,2026-05-13,Paid Social,294.97
5321,1108,AU,2026-03,2026-06-13,Paid Search,309.17
5322,1108,AU,2026-03,2026-04-21,Organic Search,53.83
5323,1108,AU,2026-03,2026-06-17,Paid Search,313.57
5324,1108,AU,2026-03,2026-03-25,Paid Search,108.11
5325,1108,AU,2026-03,2026-06-18,Paid Social,87.36
5326,1109,US,2025-09,2025-11-09,Paid Search,282.31
5327,1109,US,2025-09,2025-10-02,Affiliate,144.61
5328,1110,DE,2026-02,2026-02-08,Paid Search,48.47
5329,1110,DE,2026-02,2026-02-15,Email,230.39
5330,1110,DE,2026-02,2026-02-08,Affiliate,139.48
5331,1110,DE,2026-02,2026-03-18,Paid Search,278.85
5332,1111,US,2025-07,2026-03-10,Paid Search,294.75
5333,1112,CA,2026-02,2026-06-20,Affiliate,265.15
5334,1112,CA,2026-02,2026-03-10,Organic Search,315.68
5335,1112,CA,2026-02,2026-06-08,Paid Social,101.1
5336,1113,UK,2025-12,2026-04-24,Organic Search,207.05
5337,1113,UK,2025-12,2026-03-18,Paid Social,311.63
5338,1113,UK,2025-12,2026-05-22,Paid Social,176.39
5339,1114,US,2025-07,2026-01-05,Paid Social,73.53
5340,1114,US,2025-07,2026-03-16,Paid Search,86.05
5341,1114,US,2025-07,2026-06-05,Affiliate,294.25
5342,1115,US,2026-02,2026-05-18,Email,135.3
5343,1115,US,2026-02,2026-04-07,Paid Social,41.88
5344,1115,US,2026-02,2026-05-28,Paid Social,179.76
5345,1116,US,2025-08,2025-08-09,Paid Social,200.7
5346,1116,US,2025-08,2025-08-28,Paid Search,261.0
5347,1116,US,2025-08,2026-05-24,Email,83.54
5348,1116,US,2025-08,2025-11-28,Organic Search,109.56
5349,1117,UK,2025-08,2025-11-07,Organic Search,53.43
5350,1117,UK,2025-08,2026-03-08,Email,230.54
5351,1117,UK,2025-08,2026-02-08,Email,252.21
5352,1117,UK,2025-08,2026-02-15,Email,126.5
5353,1117,UK,2025-08,2025-12-12,Paid Social,168.18
5354,1118,CA,2025-07,2026-06-16,Affiliate,114.71
5355,1119,US,2026-04,2026-05-14,Paid Search,278.95
5356,1120,AU,2025-08,2025-08-09,Email,194.38
5357,1120,AU,2025-08,2026-02-10,Paid Search,117.62
5358,1120,AU,2025-08,2026-02-19,Organic Search,168.79
5359,1120,AU,2025-08,2026-06-22,Paid Social,248.53
5360,1121,AU,2025-08,2026-06-24,Paid Social,68.81
5361,1121,AU,2025-08,2026-01-06,Paid Search,183.06
5362,1122,CA,2026-01,2026-05-21,Organic Search,176.23
5363,1123,CA,2026-04,2026-04-27,Email,248.83
5364,1123,CA,2026-04,2026-05-05,Organic Search,87.89
5365,1123,CA,2026-04,2026-06-05,Paid Search,170.73
5366,1123,CA,2026-04,2026-05-02,Email,219.36
5367,1124,US,2026-03,2026-06-22,Paid Social,20.0
5368,1124,US,2026-03,2026-06-01,Paid Search,236.1
5369,1124,US,2026-03,2026-05-01,Paid Social,228.75
5370,1125,UK,2026-02,2026-03-04,Organic Search,176.36
5371,1125,UK,2026-02,2026-03-07,Email,94.23
5372,1126,US,2026-04,2026-05-03,Paid Social,140.62
5373,1126,US,2026-04,2026-06-08,Organic Search,86.21
5374,1127,AU,2025-11,2025-12-21,Organic Search,214.27
5375,1127,AU,2025-11,2025-11-03,Paid Social,131.91
5376,1127,AU,2025-11,2026-06-02,Email,230.26
5377,1128,CA,2025-07,2026-01-21,Affiliate,188.89
5378,1129,CA,2025-08,2025-09-17,Organic Search,87.39
5379,1129,CA,2025-08,2026-05-16,Paid Search,297.1
5380,1129,CA,2025-08,2026-06-09,Organic Search,188.18
5381,1129,CA,2025-08,2025-08-06,Organic Search,112.97
5382,1129,CA,2025-08,2025-11-19,Paid Search,265.85
5383,1130,AU,2025-10,2025-11-10,Paid Search,90.62
5384,1130,AU,2025-10,2026-04-22,Organic Search,118.18
5385,1130,AU,2025-10,2025-12-26,Organic Search,236.7
5386,1130,AU,2025-10,2026-06-24,Organic Search,34.22
5387,1131,DE,2025-11,2025-12-11,Email,203.39
5388,1131,DE,2025-11,2026-05-25,Paid Social,209.51
5389,1132,DE,2025-09,2026-04-16,Paid Search,185.02
5390,1132,DE,2025-09,2026-03-14,Paid Search,194.93
5391,1132,DE,2025-09,2026-03-03,Affiliate,107.2
5392,1132,DE,2025-09,2025-12-23,Paid Search,98.93
5393,1133,US,2026-03,2026-04-24,Paid Social,126.93
5394,1133,US,2026-03,2026-03-01,Organic Search,152.31
5395,1134,US,2025-07,2025-08-05,Paid Search,148.16
5396,1134,US,2025-07,2026-03-18,Paid Social,49.19
5397,1134,US,2025-07,2025-08-12,Email,198.27
5398,1134,US,2025-07,2025-12-28,Paid Social,106.14
5399,1135,UK,2026-04,2026-04-24,Organic Search,291.37
5400,1135,UK,2026-04,2026-04-19,Email,224.97
5401,1136,UK,2025-07,2025-11-10,Paid Search,62.07
5402,1137,US,2025-11,2026-03-14,Paid Social,254.37
5403,1138,DE,2026-02,2026-03-24,Email,197.33
5404,1138,DE,2026-02,2026-03-15,Paid Search,110.01
5405,1139,US,2025-10,2026-03-27,Email,260.83
5406,1139,US,2025-10,2026-03-15,Paid Social,264.27
5407,1139,US,2025-10,2025-12-10,Paid Social,304.08
5408,1139,US,2025-10,2026-01-16,Paid Social,309.3
5409,1139,US,2025-10,2026-03-10,Affiliate,209.14
5410,1139,US,2025-10,2026-01-11,Paid Social,264.58
5411,1140,AU,2026-04,2026-04-19,Paid Search,319.17
5412,1140,AU,2026-04,2026-04-22,Affiliate,26.13
5413,1141,DE,2025-10,2026-01-15,Affiliate,269.05
5414,1141,DE,2025-10,2025-11-27,Organic Search,258.1
5415,1141,DE,2025-10,2026-05-05,Email,91.09
5416,1142,UK,2026-03,2026-06-26,Paid Social,153.62
5417,1142,UK,2026-03,2026-06-19,Paid Social,171.0
5418,1142,UK,2026-03,2026-06-18,Paid Search,310.47
5419,1143,US,2025-09,2026-05-20,Email,43.66
5420,1143,US,2025-09,2025-12-22,Email,68.23
5421,1143,US,2025-09,2026-06-02,Email,212.8
5422,1144,IN,2025-09,2026-02-26,Paid Social,21.19
5423,1144,IN,2025-09,2026-01-08,Paid Social,174.68
5424,1144,IN,2025-09,2026-06-23,Email,152.63
5425,1145,US,2025-09,2026-06-23,Paid Social,122.18
5426,1145,US,2025-09,2025-09-16,Paid Search,143.62
5427,1146,IN,2026-04,2026-04-27,Organic Search,60.79
5428,1146,IN,2026-04,2026-05-11,Paid Social,80.47
5429,1146,IN,2026-04,2026-05-12,Paid Social,150.33
5430,1146,IN,2026-04,2026-06-15,Paid Social,108.68
5431,1146,IN,2026-04,2026-06-04,Paid Search,121.61
5432,1146,IN,2026-04,2026-04-22,Affiliate,298.84
5433,1147,IN,2026-04,2026-06-06,Email,117.96
5434,1147,IN,2026-04,2026-05-15,Paid Search,140.32
5435,1147,IN,2026-04,2026-04-06,Email,148.5
5436,1147,IN,2026-04,2026-04-24,Email,77.59
5437,1148,AU,2026-02,2026-05-01,Affiliate,80.15
5438,1148,AU,2026-02,2026-02-19,Paid Search,281.34
5439,1148,AU,2026-02,2026-03-12,Paid Social,156.18
5440,1149,US,2025-11,2026-06-17,Organic Search,112.65
5441,1150,DE,2025-11,2026-05-19,Paid Search,124.3
5442,1150,DE,2025-11,2026-06-20,Paid Search,221.42
5443,1151,CA,2026-02,2026-06-19,Paid Search,58.45
5444,1151,CA,2026-02,2026-02-08,Paid Social,73.28
5445,1151,CA,2026-02,2026-03-17,Paid Social,198.12
5446,1151,CA,2026-02,2026-06-13,Paid Social,164.97
5447,1152,UK,2026-04,2026-06-06,Email,165.87
5448,1152,UK,2026-04,2026-04-06,Paid Social,154.2
5449,1153,US,2026-01,2026-03-01,Paid Social,76.93
5450,1154,DE,2026-04,2026-06-17,Email,141.56
5451,1154,DE,2026-04,2026-05-14,Affiliate,152.04
5452,1155,US,2025-08,2026-05-01,Affiliate,84.6
5453,1156,US,2026-04,2026-04-18,Paid Social,253.78
5454,1157,CA,2025-07,2026-02-18,Paid Social,190.96
5455,1157,CA,2025-07,2025-11-25,Email,317.25
5456,1157,CA,2025-07,2026-03-27,Affiliate,247.52
5457,1158,AU,2025-11,2026-02-14,Paid Search,268.68
5458,1158,AU,2025-11,2026-02-10,Organic Search,27.73
5459,1159,CA,2025-09,2025-10-15,Organic Search,53.45
5460,1160,UK,2026-02,2026-03-26,Affiliate,226.12
5461,1160,UK,2026-02,2026-06-21,Paid Social,204.08
